Code_Network;NameCity;CodeCity;Country;Continent;Region;City.Statut;Sources;Years;Network;Description;LeadPartnerCountry;Url;Start;End;geonameId;asciiName;lng_GN;lat_GN
22;Lódz;PL15;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;3093133;Lodz;19,47395;51,77058
22;Ciudad Real;ES14;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;2519402;Ciudad Real;-3,92907;38,98626
22;Girona;ES17;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;3121456;Girona;2,82493;41,98311
22;Porto;PT18;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;2735943;Porto;-8,61099;41,14961
22;Ulm;DE29;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;2820256;Ulm;9,99155;48,39841
22;Gdynia;PL8;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;3099424;Gdynia;18,53188;54,51889
22;Lugano;CH2;CH;Europe;Western Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;2659836;Lugano;8,96004;46,01008
22;Preston;UK21;UK;Europe;Northern Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;2639912;Preston;-2,70452;53,76282
22;Creil;FR9;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;3022610;Creil;2,48477;49,25672
22;Örebro;SE9;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;2686657;OErebro;15,2066;59,27412
22;Reggio Emilia;IT34;IT;Europe;Southern Europe;Lead Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;3169522;Reggio nell'Emilia;10,63125;44,69825
22;Rostock;DE28;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;ENTER.HUB;ENTER.HUB promotes the role of railway hubs/multimodal interfaces of regional relevance in medium cities as engines for integrated urban development and economic, social and cultural regeneration.;IT;http://urbact.eu/enterhub;2013;2015;2844588;Rostock;12,14049;54,0887
23;Debrecen;HU2;HU;Europe;Eastern Europe;Partner;http://urbact.eu;2016;ESIMeC;Economic Strategies and Innovation in Medium-Sized Cities. How medium sized cities can generate new employment opportunities, prepare workers for jobs, and address mismatches between the supply of labour and demand for workers;UK;http://urbact.eu/esimec;2009;2012;721472;Debrecen;21,62444;47,53167
23;Albacete;ES1;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;ESIMeC;Economic Strategies and Innovation in Medium-Sized Cities. How medium sized cities can generate new employment opportunities, prepare workers for jobs, and address mismatches between the supply of labour and demand for workers;UK;http://urbact.eu/esimec;2009;2012;2522258;Albacete;-1,85643;38,99424
23;Basingstoke and Deane;UK3;UK;Europe;Northern Europe;Lead Partner;http://urbact.eu;2016;ESIMeC;Economic Strategies and Innovation in Medium-Sized Cities. How medium sized cities can generate new employment opportunities, prepare workers for jobs, and address mismatches between the supply of labour and demand for workers;UK;http://urbact.eu/esimec;2009;2012;2656192;Basingstoke;-1,08708;51,26249
23;Besançon;FR3;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;ESIMeC;Economic Strategies and Innovation in Medium-Sized Cities. How medium sized cities can generate new employment opportunities, prepare workers for jobs, and address mismatches between the supply of labour and demand for workers;UK;http://urbact.eu/esimec;2009;2012;3033123;Besancon;6,01815;47,24878
23;Sabadell;ES33;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;ESIMeC;Economic Strategies and Innovation in Medium-Sized Cities. How medium sized cities can generate new employment opportunities, prepare workers for jobs, and address mismatches between the supply of labour and demand for workers;UK;http://urbact.eu/esimec;2009;2012;3111199;Sabadell;2,10942;41,54329
23;Cherbourg;FR7;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;ESIMeC;Economic Strategies and Innovation in Medium-Sized Cities. How medium sized cities can generate new employment opportunities, prepare workers for jobs, and address mismatches between the supply of labour and demand for workers;UK;http://urbact.eu/esimec;2009;2012;3025466;Cherbourg-Octeville;-1,61636;49,63984
23;Bistrita;RO6;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;ESIMeC;Economic Strategies and Innovation in Medium-Sized Cities. How medium sized cities can generate new employment opportunities, prepare workers for jobs, and address mismatches between the supply of labour and demand for workers;UK;http://urbact.eu/esimec;2009;2012;684657;Bistrita;24,50011;47,13316
23;Gävle;SE2;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;ESIMeC;Economic Strategies and Innovation in Medium-Sized Cities. How medium sized cities can generate new employment opportunities, prepare workers for jobs, and address mismatches between the supply of labour and demand for workers;UK;http://urbact.eu/esimec;2009;2012;2712414;Gaevle;17,14174;60,67452
24;Basingstoke and Deane;UK3;UK;Europe;Northern Europe;Lead Partner;http://urbact.eu;2016;ESIMeC II;Explores how demand-led workforce development strategies can be used as instruments of sustainable economic recovery in medium sized cities;UK;http://urbact.eu/esimec-ii;2013;2015;2656192;Basingstoke;-1,08708;51,26249
24;Sabadell;ES33;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;ESIMeC II;Explores how demand-led workforce development strategies can be used as instruments of sustainable economic recovery in medium sized cities;UK;http://urbact.eu/esimec-ii;2013;2015;3111199;Sabadell;2,10942;41,54329
24;Debrecen;HU2;HU;Europe;Eastern Europe;Partner;http://urbact.eu;2016;ESIMeC II;Explores how demand-led workforce development strategies can be used as instruments of sustainable economic recovery in medium sized cities;UK;http://urbact.eu/esimec-ii;2013;2015;721472;Debrecen;21,62444;47,53167
24;Bistrita;RO6;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;ESIMeC II;Explores how demand-led workforce development strategies can be used as instruments of sustainable economic recovery in medium sized cities;UK;http://urbact.eu/esimec-ii;2013;2015;684657;Bistrita;24,50011;47,13316
24;Gävle;SE2;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;ESIMeC II;Explores how demand-led workforce development strategies can be used as instruments of sustainable economic recovery in medium sized cities;UK;http://urbact.eu/esimec-ii;2013;2015;2712414;Gaevle;17,14174;60,67452
25;Aachen;DE1;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;3247449;Aachen;6,08342;50,77664
25;Lecce;IT20;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;3174953;Lecce;18,17244;40,35481
25;Magdeburg;DE22;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;2874545;Magdeburg;11,62916;52,12773
25;Delft;NL6;NL;Europe;Western Europe;Lead Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;2757345;Delft;4,35556;52,00667
25;Linköping;SE7;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;2694762;Linkoeping;15,62157;58,41086
25;Tampere;FI4;FI;Europe;Northern Europe;Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;634963;Tampere;23,78712;61,49911
25;Ghent;BE5;BE;Europe;Western Europe;Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;2797656;Gent;3,71667;51,05
25;Varna;BG5;BG;Europe;Eastern Europe;Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;726050;Varna;27,91667;43,21667
25;Aveiro;PT4;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;2742611;Aveiro;-8,64554;40,64427
25;Lublin;PL17;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;EUniverCities;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;2013;2015;765876;Lublin;22,56667;51,25
26;Stockholm;SE12;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;EVUE;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;2009;2012;2673730;Stockholm;18,06871;59,32938
26;Katowice;PL10;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;EVUE;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;2009;2012;3096472;Katowice;19,02754;50,25841
26;Frankfurt;DE12;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;EVUE;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;2009;2012;2925533;Frankfurt am Main;8,68417;50,11552
26;Madrid;ES24;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;EVUE;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;2009;2012;3117735;Madrid;-3,70256;40,4165
26;London;UK17;UK;Europe;Northern Europe;Lead Partner;http://urbact.eu;2016;EVUE;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;2009;2012;2643743;London;-0,12574;51,50853
26;Beja;PT5;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;EVUE;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;2009;2012;2270985;Beja;-7,86323;38,01506
26;Oslo;NO3;NO;Europe;Northern Europe;Partner;http://urbact.eu;2016;EVUE;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;2009;2012;3143244;Oslo;10,74609;59,91273
26;Suceava;RO21;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;EVUE;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;2009;2012;665850;Suceava;26,25;47,63333
26;Lisbon;PT13;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;EVUE;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;2009;2012;2267057;Lisbon;-9,13333;38,71667
27;Katowice;PL10;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;EVUE II;NA;UK;http://urbact.eu/evue-ii;2013;2015;3096472;Katowice;19,02754;50,25841
27;Oslo;NO3;NO;Europe;Northern Europe;Partner;http://urbact.eu;2016;EVUE II;NA;UK;http://urbact.eu/evue-ii;2013;2015;3143244;Oslo;10,74609;59,91273
27;Frankfurt;DE12;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;EVUE II;NA;UK;http://urbact.eu/evue-ii;2013;2015;2925533;Frankfurt am Main;8,68417;50,11552
27;London;UK17;UK;Europe;Northern Europe;Lead Partner;http://urbact.eu;2016;EVUE II;NA;UK;http://urbact.eu/evue-ii;2013;2015;2643743;London;-0,12574;51,50853
27;Suceava;RO21;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;EVUE II;NA;UK;http://urbact.eu/evue-ii;2013;2015;665850;Suceava;26,25;47,63333
27;Beja;PT5;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;EVUE II;NA;UK;http://urbact.eu/evue-ii;2013;2015;2270985;Beja;-7,86323;38,01506
28;Edinburgh;UK10;UK;Europe;Northern Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;2650225;Edinburgh;-3,19648;55,95206
28;Linz;AT3;AT;Europe;Western Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;2772400;Linz;14,28611;48,30639
28;Rome;IT36;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;3169070;Rome;12,51133;41,89193
28;Aveiro;PT4;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;2742611;Aveiro;-8,64554;40,64427
28;Leipzig;DE21;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;2879139;Leipzig;12,37129;51,33962
28;Galati;RO11;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;677697;Galati;28,05028;45,43687
28;Berlin;DE3;DE;Europe;Western Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;2950159;Berlin;13,41053;52,52437
28;Reims;FR28;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;2984114;Reims;4,02853;49,26526
28;Berlin;DE3;DE;Europe;Western Europe;Lead Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;2950159;Berlin;13,41053;52,52437
28;Gliwice;PL9;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;3099230;Gliwice;18,67658;50,29761
28;Maribor;SI5;SI;Europe;Southern Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;3195506;Maribor;15,64667;46,55472
28;Gijon;ES16;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;FIN-URB-ACT;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;2010;2011;3121424;Gijon;-5,66152;43,53573
29;London;UK17;UK;Europe;Northern Europe;Lead Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;2643743;London;-0,12574;51,50853
29;Gdynia;PL8;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;3099424;Gdynia;18,53188;54,51889
29;La Rochelle;FR14;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;3006787;La Rochelle;-1,15222;46,16308
29;Brussels;BE4;BE;Europe;Western Europe;Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;2800866;Brussels;4,34878;50,85045
29;Parma;IT26;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;3171457;Parma;10,32618;44,79935
29;Suceava;RO21;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;665850;Suceava;26,25;47,63333
29;Split;HR7;HR;Europe;Southern Europe;Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;3190261;Split;16,43915;43,50891
29;Tallinn;EE1;EE;Europe;Northern Europe;Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;588409;Tallinn;24,75353;59,43696
29;Umea;SE13;SE;Europe;Northern Europe;Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;602150;Umea;20,25972;63,82842
29;Maastricht;NL11;NL;Europe;Western Europe;Partner;http://urbact.eu;2016;Freight TAILS;Delivering Tailored Approaches for Innovative Logisitcs Solutions;UK;http://urbact.eu/freight-tails;2015;2018;2751283;Maastricht;5,68889;50,84833
30;Fermo;IT14;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;Gastronomic Cities;Five cities working together to promote gastronomy as a key urban development.;ES;http://urbact.eu/gastronomic-cities;2013;2015;3177099;Fermo;13,72274;43,16296
30;Alba Iulia;RO1;RO;Europe;Eastern Europe;Partner;http://urbact.eu;2016;Gastronomic Cities;Five cities working together to promote gastronomy as a key urban development.;ES;http://urbact.eu/gastronomic-cities;2013;2015;686578;Alba Iulia;23,58333;46,06667
30;Burgos;ES10;ES;Europe;Southern Europe;Lead Partner;http://urbact.eu;2016;Gastronomic Cities;Five cities working together to promote gastronomy as a key urban development.;ES;http://urbact.eu/gastronomic-cities;2013;2015;3127461;Burgos;-3,70184;42,34106
30;Korydallos;GR10;GR;Europe;Southern Europe;Partner;http://urbact.eu;2016;Gastronomic Cities;Five cities working together to promote gastronomy as a key urban development.;ES;http://urbact.eu/gastronomic-cities;2013;2015;8310183;Korydallos;23,64711;37,98468
30;L'hospitalet de Llobregat;ES22;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;Gastronomic Cities;Five cities working together to promote gastronomy as a key urban development.;ES;http://urbact.eu/gastronomic-cities;2013;2015;3120619;L'Hospitalet de Llobregat;2,10028;41,35967
31;Sabadell;ES33;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;3111199;Sabadell;2,10942;41,54329
31;Klaipeda;LT2;LT;Europe;Northern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;598098;Klaipeda;21,13912;55,7068
31;Granada;ES18;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;2517117;Granada;-3,60667;37,18817
31;Kristiansand;NO1;NO;Europe;Northern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;3149318;Kristiansand;7,9956;58,14671
31;Coimbra;PT8;PT;Europe;Southern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;2740637;Coimbra;-8,41955;40,20564
31;Bologna;IT4;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;3181928;Bologna;11,33875;44,49381
31;Genoa;IT19;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;3176219;Genoa;8,94439;44,40478
31;Torun;PL24;PL;Europe;Eastern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;3083271;Torun;18,59814;53,01375
31;Nantes;FR24;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;2990969;Nantes;-1,55336;47,21725
31;Poznan;PL18;PL;Europe;Eastern Europe;Lead Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;3088171;Poznan;16,92993;52,40692
31;Daugavpils;LV2;LV;Europe;Northern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;460413;Daugavpils;26,53333;55,88333
31;Wolverhampton;UK25;UK;Europe;Northern Europe;Partner;http://urbact.eu;2016;Gen-Y City;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;2015;2018;2655603;Birmingham;-1,89983;52,48142
32;Syracuse;IT39;IT;Europe;Southern Europe;Partner;http://urbact.eu;2016;Genius: Open;"Our project will transfer a leading edge Open Innovation approach where citizens and businesses work together with the city, creating innovative solutions to city challenges via an online collaboration platform; GeniUS!";UK;http://urbact.eu/genius-open;2013;2015;2523083;Siracusa;15,28664;37,07542
32;Tallinn;EE1;EE;Europe;Northern Europe;Partner;http://urbact.eu;2016;Genius: Open;"Our project will transfer a leading edge Open Innovation approach where citizens and businesses work together with the city, creating innovative solutions to city challenges via an online collaboration platform; GeniUS!";UK;http://urbact.eu/genius-open;2013;2015;588409;Tallinn;24,75353;59,43696
32;York;UK26;UK;Europe;Northern Europe;Lead Partner;http://urbact.eu;2016;Genius: Open;"Our project will transfer a leading edge Open Innovation approach where citizens and businesses work together with the city, creating innovative solutions to city challenges via an online collaboration platform; GeniUS!";UK;http://urbact.eu/genius-open;2013;2015;2633352;York;-1,08271;53,95763
32;San Sebastián;ES34;ES;Europe;Southern Europe;Partner;http://urbact.eu;2016;Genius: Open;"Our project will transfer a leading edge Open Innovation approach where citizens and businesses work together with the city, creating innovative solutions to city challenges via an online collaboration platform; GeniUS!";UK;http://urbact.eu/genius-open;2013;2015;3110044;San Sebastian;-1,97499;43,31283
33;Brighton and Hove;UK7;UK;Europe;Northern Europe;Partner;http://urbact.eu;2016;Healthy Ageing;Exchange knowledge, tools and expertise to promote active & healthy ageing and age-friendly environments in cities.;IT;http://urbact.eu/healthy-ageing;2013;2015;2654710;Brighton;-0,13947;50,82838
33;Poitiers;FR27;FR;Europe;Western Europe;Partner;http://urbact.eu;2016;Healthy Ageing;Exchange knowledge, tools and expertise to promote active & healthy ageing and age-friendly environments in cities.;IT;http://urbact.eu/healthy-ageing;2013;2015;2986495;Poitiers;0,34348;46,58261
