Sources;Years;Main.Key.Word;Additionnal.key.words;Name;Code_Network;Description;LeadPartnerCountry;Url;Statut;Start;End;Aims;Activities;Members;Continent;Region;NbCities;PopMean;PopMed;PopSd;PopVar;PopMeanUMZ;PopMedUMZ;PopVarUMZ;PopSdUMZ;CodeCity;LeadPartner;PopMedPartner;POPLAU2_2015;LeadPartnerUMZ;PopMedPartnerUMZ;Pop2011;PopMedPartner;PopMeanPartner;PopMedPartnerUMZ;PopMeanPartnerUMZ;Phase;UMZClass;ClassSizeUMZLead;DecSizeUMZLead
http://urbact.eu;2016;Governance / Economy;Education/ Employment/ Entrepreneurship & SMEs/ Local Economic Development;ESIMeC II;24;Explores how demand-led workforce development strategies can be used as instruments of sustainable economic recovery in medium sized cities;UK;http://urbact.eu/esimec-ii;Closed;2013;2015;"In 2010, 8 medium sized cities from across Europe responded to the economic crisis by coming together to find innovative approaches to economic recovery, growth and resilience.  Early on in the project the partners identified that their people were their main asset and people were therefore placed at the heart of the Local Action Plans.  Between 2010 and 2013 the partners met to exchange good practice and learn from each other.  Each partner developed their own action plan around tackling the skills and workforce development issues they were facing.  
In January 2014, 5 of the original partners came together again to review their action plans and to begin to share the main challenges they face in delivering them.  ESIMeC II will run until early 2015 and enable the partners to address these challenges through continued transnational exchange and learning.";;Cities;Europe;Northern Europe;5;140424,4;107355;59647,66255;3557843647;785719,4;99550;2,20074E+12;1483489,415;UK3;Basingstoke and Deane;150858;107355;Basingstoke/Basing;153177,5;99550;150858;148691,75;153177,5;957261,75;Urbact II;Small City;4. Small City;2
http://urbact.eu;2016;Governance;City Branding/ City Management/ Education/ Knowledge Economy/ Participation/ Research & Innovation/ Social Innovation/ Youth;EUniverCities;25;Improve the university-city nexus. By applying to the URBACT programme, they want to learn from each other's experiences and practices, and move forward as successful and inclusive knowledge cities to realise Europe's 2020 strategy;NL;http://urbact.eu/eunivercities;Closed;2013;2015;"EUniverCities will address the issue how to frame co-operation between city and university, and arrive at smart, \\""next-generation\\"" forms of city-university collaboration. The core idea behind the network is that more comprehensive types of collaboration and \\""co-creation\\"" will bring significant benefits for both sides, and will strengthen the position of the city as \\""knowledge-based\\"" city.
University-cities are key engines of Europe<U+FFFD>s knowledge economy, and the prime loci of <U+FFFD>smart growth<U+FFFD>. They are powerhouses for the development of new knowledge, ideas, products and services that are at the basis of prosperity and well-being. They are <U+FFFD>incubators<U+FFFD>, attracting and educating talented young people in a crucial period of their life. They are breeding nests for entrepreneurship, and some attract knowledge-based companies that look for the brightest young people.";;Cities;Europe;Western Europe;10;194409,5;227849;108780,4507;11833186462;686332,8;275611,5;1,71535E+12;1309714,928;NL6;Delft;232694;101101;'s-Gravenhage;268534;729961;232694;204777,1111;268534;681485,2222;Urbact II;Large City;2.Large City;6
http://urbact.eu;2016;Environment / Governance;Financial Engineering/ Low Carbon/ Research & Innovation/ Strategic Planning/ Urban Mobility;EVUE;26;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles.;UK;http://urbact.eu/evue;Closed;2009;2012;Electric Vehicles in Urban Europe focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles. Urban initiatives to encourage the public and business to use EV's will contribute to EU clean air and car fleets targets, making cities more attractive and competitive.;EVUE will exchange and disseminate solutions to key barriers such as public resistance, lack of infrastructure, rapid technology change and obsolete economic modelling.;Cities;Europe;Northern Europe;9;1670643,667;623966;2789200,508;7,77964E+12;2378921,667;1719470;8,57303E+12;2927974,255;UK17;London;585849,5;8665000;Great London;1612410;9423910;585849,5;796349,125;1612410;1498298,125;Urbact II;Large City;1.Very Large City;10
http://urbact.eu;2016;Environment / Governance;Financial Engineering/ Low Carbon/ Research & Innovation/ Strategic Planning/ Urban Mobility;EVUE II;27;;UK;http://urbact.eu/evue-ii;Closed;2013;2015;Electric Vehicles in Urban Europe (EVUE) focuses on the development of integrated, sustainable strategies and dynamic leadership techniques for cities to promote the use of electric vehicles. Urban initiatives to encourage the public and business to use EV's will contribute to EU clean air and car fleets targets, making cities more attractive and competitive.  Between 2009 and 2013, nine citiesacross Europe: Beja, Katowice, Frankfurt, Lisbon, London, Madrid, Oslo, Stockholm, Suceava and Zografou, supported by the URBACT programme, worked together to share knowledge and experience of how EVs can be implemented in the urban environment under the EVUE project.  Further activity has been undertaken through Pilot Delivery Network funding to look at the outcomes from the Local Action Plan process. EVUE II concludes in March 2015.;;Cities;Europe;Northern Europe;6;1729502,333;462900;3407218,259;1,16091E+13;2301220,833;1171718;1,28037E+13;3578232,246;UK17;London;301834;8665000;Great London;623966;9423910;301834;342402,8;623966;876683;Urbact II;Large City;1.Very Large City;10
http://urbact.eu;2016;Governance / Economy;Employment/ Entrepreneurship & SMEs/ Financial Engineering;FIN-URB-ACT;28;FIN-URB-ACT strives for more efficient local support structures for SMEs' development and innovative economies. The rationale is that such structures on local level - where financial instruments meet nonfinancial assistance - are basic prerequisites for fostering start-ups and business growth.;DE;http://urbact.eu/fin-urb-act;Closed;2010;2011;"Aim was to create and/or improve local support structures, which should involve all local and regional key actors for SME and innovative economy support.
Furthermore, based on an integrated local action plan developed by the local partnership, FIN-URB-ACT had a strong focus on developing and implementing tailormade financial and non-financial support products like micro-credit and other funding schemes, incubators, business networks etc.
The main objective of FIN-URB-ACT was to strengthen the performance of the urban economy and to foster employment by providing adequate support structures for innovative, competitive and qualified entrepreneurship. One important aspect was to improve SMEs<U+FFFD> and innovative economy<U+FFFD>s access to finance to start up and prosper. Thus, sustainable growth and the creation of jobs are eased and at the same time an attractive urban development is promoted.";FIN-URB-ACT will interlink the integrated urban development approach, promoted by both the EU-Commission and the Leipzig Charter, and the renewed Lisbon strategy for growth and jobs adopted on 11th of December 2007, which substantially increases the need to fully unlock the growth and jobs potential of SMEs and make full use of their innovative capacities. Thus, FIN-URB-ACT adds value to EU policies by interlinking the urban dimension of EU Cohesion Policy with EU SME Policy promoting innovative financial tools like micro-credits and revolving funds.;Cities;Europe;Western Europe;12;996158,5833;280977,5;1348472,914;1,81838E+12;1184676,25;386673,5;2,02373E+12;1422579,97;DE3;Berlin;276969;3382170;Berlin;289346;3702370;276969;779248,4545;289346;955795;Urbact II;Large City;1.Very Large City;9
http://urbact.eu;2016;Economy;City Management/ Low Carbon/ Urban Mobility;Freight TAILS;29;"Delivering Tailored Approaches for Innovative Logisitcs Solutions
Economy ECONOMY";UK;http://urbact.eu/freight-tails;Ongoing;2015;2018;The Freight TAILS Action Planning Network will address the challenges posed by rapidly increasing freight movements, within the context of all urban logistics. Freight transport, by its very nature, negatively impacts on cities <U+FFFD> road delivery trips are increasing, they can be large, noisy, polluting, tending to be diesel vehicles. This Freight TAILS project will develop tailored freight management policies using the URBACT Integrated Action Planning methodology to pro-actively support the functioning of different growing cities, whilst reducing the carbon emissions associated with urban freight transport, and stimulating the low carbon urban freight sector.;"Action plans will be established to develop sustainable urban logistics approaches (micro/consolidation, SME co-ordination, retiming deliveries, efficient road space allocation), in specific urban areas (areas of high multi-tenanted office blocks, high street retail areas, areas dominated by single user (university campus or public sector administration), historic central areas). Business cases for different approaches, data on greenhouse gas emissions and traffic improvements, and recommendations for implementation will be key elements of the Action Plans.
The phase 2 partners are Cross River Partnership (whose accountable body is Westminster City Council) central London, UK; Brussels, Belgium; Gdynia, Poland; La Rochelle, France; Maastricht, The Netherlands; Parma, Italy; Split, Croatia; Suceava, Romania; Tallinn, Estonia; Ume<U+FFFD>, Sweden. Partners have a range of experience in freight management initiatives including for example the Low Emission Zones in London, Maastricht and Parma<U+FFFD>s experiences of running logistics centres / consolidation centres, and Suceava<U+FFFD>s experiences with Electric Vehicles.  ";Cities;Europe;Northern Europe;10;1029364,8;178088,5;2684619,774;7,20718E+12;1589794,6;207798;9,29244E+12;3048350,881;UK17;London;165893;8665000;Great London;174902;9423910;165893;180960,8889;174902;719337,3333;Urbact III;Large City;1.Very Large City;10
http://urbact.eu;2016;Governance / Economy;Culture & Heritage/ Entrepreneurship & SMEs/ Food;Gastronomic Cities;30;Five cities working together to promote gastronomy as a key urban development.;ES;http://urbact.eu/gastronomic-cities;Closed;2013;2015;Cities have a crucial role in the achievement of the Europe 2020 objectives. The urban complexity (understood as the level of different urban uses and mixture of services and functions and knowledge society) of a city gives the key to a higher social cohesion and to increase economic diversity, and together with it attracting a bigger amount of successful activities due to synergies;"In this framework, gastronomy, Is an engine topic with potential at city level to mobilise other sectors and resources, and the project Gastro-Urbact propose the following approach on it, within the INNOVATIVE CITY topic:
- Hostelry Sector promoting entrepreneurship and SMEs economic activity and employment as an engine for the city.
- Tourism as a second synergies step within this virtuous process: commerce, urbanism, complementary services,...
- Strategic partnering arrangements to ensure a demand driven and integrated approach, improving Innovation and Knowledge Economy, following Lisbon Agenda principles.
- Gastronomy as an urban cluster of economic activity: Growth and competitiveness.
- Framework for local raw material (Primary sector) producers to support the development of a strong and sustainable industrial base able to compete globally. In one word, Gastronomy as a flagship for <U+FFFD>Innovation union to improve framework conditions and access to finance for research and innovation so as to ensure that innovative ideas can be turned into products and services that create growth and jobs (Technical working document- URBACT II Programme Manual)";Cities;Europe;Southern Europe;5;121905;69060;92487,35931;8553911633;1414790,6;177773;3,27255E+12;1809018,238;ES10;Burgos;68212;178864;Burgos;1710706,5;177773;68212;107665,25;1710706,5;1724045;Urbact II;Large City;3.Medium-sized City;3
http://urbact.eu;2016;Governance;Entrepreneurship & SMEs/ Local Economic Development/ Participation/ Research & Innovation/ Youth;Gen-Y City;31;Developing, attracting & retaining Gen-Y 'creative tech' talent in European cities.;PL;http://urbact.eu/gen-y-city;Ongoing;2015;2018;"The Gen-Y City project will include activities dedicated to diagnosis and support for young, creative businesses as the means of reviving city centres
in the framework of the <U+FFFD>Gen-Y City<U+FFFD> project. Partners, in the 1st phase of the project, will be: Granada (Spain), Wolverhampton (United Kingdom), Klaip?da (Lithuania), Dyneburg (Latvia) and Genoa (Italy).
Pozna? is a city where a very important group of innovative entrepreneurs operates. They cooperate with top entrepreneurs in Europe and worldwide, owing to their skills and creativity. Development of these firms is an important preoccupation of the Development Strategy for the City of Pozna?, being currently updated. It embraces previous initiatives such as start-up, hackathon or actions implemented by the business incubator of Concordia Design Pozna?. Responding to the preferences of the so called Y generation, who is the main target of the project, as well as their willingness to live and work in city centre, the project will have a direct impact on the improvement of the quality of life in city centre(s).";"The task of the Project is to create, with participation of all partners, a three-layers network which will be able to function independently also over the end
of the Project. The layers of the network in question will include:
- an intersectoral network in each city which will connect young entrepreneurs, public sector and civic society (including non governmental organizations), involved in the creation and implementation process of the efficient policy of support to new business models in innovative and creative sectors and will offer them premises and create conditions favourable to their development,
- an interdepartmental network in city halls gathering internal clients/stakeholders, whose contribution is crucial to make the work on various aspects of the new support policy coherent and integrated,
- a network of cities (URBACT Action Planning Network) enabling the exchange of knowledge and best practices on the new support policy, also offering solutions to stimulate international cooperation of new businesses.
Those networks should bring a new, independent auxiliary system which can introduce an integrated plan of action including the policy of supporting young enterprises from innovative and creative sectors and which will be developed throughout the project.
Jamie Sims from Great Britain has become the Gen-Y City project expert. He is a qualified manager specializing in business strategies, services developement and project management in the private and public sector. Moreover, he is experienced in design, development, financing and introducing new products and services to the political environment.";Cities;Europe;Eastern Europe;12;261021,0833;223976;171973,5198;29574891517;769770;427889,5;1,12257E+12;1059514,835;PL18;Poznan;206949;545680;Poznan;373509;647305;206949;235143;373509;780903,1818;Urbact III;Large City;2.Large City;5
http://urbact.eu;2016;Inclusion / Governance;City Management/ Participation/ Social Innovation;Genius: Open;32;"Our project will transfer a leading edge Open Innovation approach where citizens and businesses work together with the city, creating innovative solutions to city challenges via an online collaboration platform; GeniUS! ";UK;http://urbact.eu/genius-open;Closed;2013;2015;"In a time of unprecedented change for cities, with financial resources reducing rapidly, it is imperative we find new ways of operating. We must source ideas from outside the traditional city council structure and couple this with a different culture and working practice within the city council itself.
Our online collaboration platform enables exchange of ideas between residents, communities, companies and academics. This is coupled with a completely new style of collaborative event (<U+FFFD>Synergy Surgery<U+FFFD>), to provide a systematic solution for solving city challenges.";;Cities;Europe;Northern Europe;4;232174,25;196206;126260,7239;15941770408;235325,5;205702,5;17081437499;130695,9735;UK26;York;185512;206900;York;255733;155672;185512;240599;255733;261876,6667;Urbact II;Large City;3.Medium-sized City;3
http://urbact.eu;2016;Inclusion / Governance;"Ageing/ City Management/ Health
";Healthy Ageing;33;Exchange knowledge, tools and expertise to promote active & healthy ageing and age-friendly environments in cities.;IT;http://urbact.eu/healthy-ageing;Closed;2013;2015;"The Municipality of Udine, which joint the \\""Healthy Cities\\"" Project in 1995, is strongly committed on the theme of Healthy and Active Ageing since 9 years. In such a long period the staff and the experts involved acquired a clear vision of the processes, conditions and actors needed to achieve the results described above. By working within the WHO Network of Healthy Cities, Udine has developed a number of guides and manuals which are useful tools both to describe the good practice and to help receiving cities in transferring it. ";;Cities;Europe;Southern Europe;5;225966;162360;173612,3057;30141232695;277950,6;163053;38971663929;197412,4209;IT42;Udine;217880;99473;Udine;323527;129104;217880;257589,25;323527;315162,25;Urbact II;Small City;4. Small City;3
http://urbact.eu;2016;Integrated Urban Development / Governance;City Branding/ City Management/ Culture & Heritage/ Participation;Hero;34;Develop integrated and innovative management strategies for historic urban landscapes;DE;http://urbact.eu/hero;Closed;2008;2011;our network HerO aimed to develop integrated and innovative management strategies for historic urban landscapes. Our main objective was facilitating the right balance between the preservation of built cultural heritage and the sustainable, future-proof socio-economic development of historic towns in order to strengthen their attractiveness and competitiveness. Emphasis was placed on managing conflicting usage interests and capitalising the potential of cultural heritage assets for economic, social and cultural activities (Heritage as Opportunity).;;Cities;Europe;Western Europe;9;317607,6667;274207;312600,8055;97719263588;884552;307974;1,73379E+12;1316733,127;DE27;Regensburg;307964,5;125676;Regensburg;328501,5;174220;307964,5;341599,125;328501,5;973343,5;Urbact II;Large City;3.Medium-sized City;3
http://urbact.eu;2016;Environment / Governance;Strategic Planning/ Urban Renewal;HOPUS ;35;"The challenge set out by the Leipzig Charter may seem vast; nevertheless, it is only through joint efforts that we can truly aspire to better new housing developments <U+FFFD> good, green, safe, and affordable <U+FFFD> which will eventually give birth to the cities we want for the future of our continent. Hopus Group brings together five universities and one city administration, each working on different aspects of housing: from the urban to the building approach, from building regulations to construction technology, from environmental quality to energy certification: a multi-faceted and interdisciplinary vision, trying to cover a wide range of different problems, joining theory and practice.";IT;http://urbact.eu/hopus;Closed;2008;2010;"In May 2007, the Council of European Ministers for Urban development set out the Leipzig Charter: an ambitious document for the future of our cities, advocating a new way of working on our environment. One year later, European cities face the task of bringing those propositions to life, providing higher-quality housing for more and more citizens, making access to affordable housing as simple as possible. In times of economic drought this might not prove easy: yet the real challenge consists in governing the economic forces which shape our cities, organising them through processes involving both public authorities and private stakeholders from the outset, reducing conflicts along the way.
Good housing is what shapes our cities, creating space and the quality to make them attractive places to live and work in.
Green housing is needed to mitigate environmental impact, reduce energy consumption, create buildings which interact more efficiently with the environment, and produce less pollution.
Safe housing is important to protect the wellbeing <U+FFFD> both physiological and psychological <U+FFFD> of its inhabitants, helping cities acquire that quality of life which makes them attractive places to live and work in.
Affordable housing is fundamental to guarantee the widest access to high-quality living to citizens of all income, by controlling the housing market, building costs and energy costs.
The aim of the Urbact II Working Group Hopus <U+FFFD> Housing Praxis for Urban Sustainability <U+FFFD> is exactly this: to study, disseminate and implement the ways through which new housing in Europe can be efficiently oriented, using modern governance tools such as design codes or other forms of <U+FFFD>smart<U+FFFD> project guidance.";"Hopus brings together five universities and two city administrations, each working on different aspects of housing. From the urban to the building approach, from building regulations to construction technology, from environmental quality to energy certification: a multi-faceted and interdisciplinary approach, trying to cover a wide range of different problems, joining theory and practice.
The challenge set out by the Leipzig Charter may seem vast; nevertheless, it is only through joint efforts that we can truly aspire to better new housing developments <U+FFFD> good, green, safe, and affordable <U+FFFD> which will eventually give birth to the cities we want for the future of our continent.
Project Hopus aims at promoting and implementing the use of design coding and other forms of \\""smart\\"" project guidance for the development of sustainable housing stock in European cities.
Design codes, widely adopted in practice, are basic manuals setting guidelines and standards ranging from urban design to building construction, and are addressed to both technical operators and local administrations. If correctly used, they can guarantee a high level of integration of sustainability strategies, with particular reference to developments carried out by private investors.
Through the help of the local support groups, the working group aims at experimenting the use of Design codes in all process phases, from the drafting to their final application in real urban situations. ";Cities;Europe;Southern Europe;5;760015,8;183974;1188524,774;1,41259E+12;904486,8;729961;1,0853E+12;1041779,579;IT36;Rome;182734;2872021;Roma;455371;2686600;182734;232014,5;455371;458958,5;Urbact II;Large City;1.Very Large City;9
http://urbact.eu;2016;Integrated Urban Development / Economy;City Branding/ Entrepreneurship & SMEs/ Knowledge Economy/ Local Economic Development/ Strategic Planning;In Focus;36;"Smart Specialisation at City Level
";ES;http://urbact.eu/In-Focus;Ongoing;2015;2018;"In Focus is a network of cities that are willing to enhance their competitiveness and job creation capability by positioning in the new economic landscape according to their specialisation strategies, which are each of them currently focused on a variety of different productive backgrounds and sectorial priorities. The key challenge to be addressed by this network is to develop better and more efficient urban policies in order to reinforce and create economic activity on prioritized business sectors. This means to facilitate the identification and capturing of new emerging sectorial opportunities, but it also embraces cross-cutting features like talent development and entrepreneurship, innovation or branding and marketing the city as business location, among others.

Despite the proliferation of the so-called smart specialisation strategies at regional and national levels, there remains a shortage of experimentation on how to design and implement those strategies in urban economies, duly articulated to those upper scales. That challenge is also linked to the limited experience in building up consistent industrial policies at urban level in most of the Member States. All of this shows the need for exchanging knowledge, under an integrated urban development perspective, on how sectorial policies can be improved and better connected to Smart Specialisation Strategies at city level, in order to crystallize into an Integrated Action Plan by each of the partner cities.";;Cities;Europe;Southern Europe;10;495315,5;268913;557272,7306;3,10553E+11;874073,9;765511,5;4,45535E+11;667484,1416;ES9;Bilbao;243626;351356;Bilbao;696151;834872;243626;511311;696151;878429,6667;Urbact III;Large City;2.Large City;6
http://urbact.eu;2016;Governance / Economy;City Branding/ City Management/ Participation/ Risk Prevention;INTERACTIVE CITIES;37;Digital, social media and user-generated content improving urban governance;IT;;Ongoing;2015;2018;"Interactive Cities is a cutting-edge project aimed at exploring how digital, social media and user generated content can improve today<U+FFFD>s urban management in European cities, whatever size.
This challenge will be tackled in two ways.
Firstly, as an opportunity to redefine and deepen the concept of citizenship and civic engagement today, providing a path to spark cohesion, commonalities and shared value as well as increasing sense of place. In other words, making the most of the new channels to revisit the relationship between the individual and the local community in the digital era.
Secondly, as a way to improve the quality of public services, in terms of efficiency and transparency, and even widen the current service chart provided by  local authorities.
Interactive Cities will focus not only on the technological side but also on how this kind of innovation can be concretely useful for local authorities and urban residents, promoting better urban governance, citizen participation and economic growth.";"The international cross-learning on this issue will be organized into three main sub-themes:
Communicating the city as an attractive tourist destination strengthening its image both locally and internationally 
Communication of business promotion strengthening the city<U+FFFD>s conditions through the support of local companies, both existing potentially new ones 
Communicating urban development by making understandable to a wide audience often very complex technical matters, balancing the involvement of inhabitants in the decision making process and explaining why plans have been approved by the administration.";Cities;Europe;Southern Europe;10;544578,1;386808;627298,2685;3,93503E+11;1916587,5;524855,5;1,06297E+13;3260327,098;IT19;Genoa;335949;592507;Genova;431663;618048;335949;539252,6667;431663;2060869,667;Urbact III;Large City;2.Large City;5
http://urbact.eu;2016;Governance;Financial Engineering/ Strategic Planning;JESSICA 4 Cities;38;Urban Development Funds (UDFs) foreseen in the JESSICA initiative for integrated plans for sustainable urban development;IT;http://urbact.eu/jessica-4-cities;Closed;2008;2010;"Urban Development Funds (UDFs) foreseen in the JESSICA initiative invest in PPP and other projects included in an integrated plan for sustainable urban development. The role of cities in JESSICA is essential: they develop strategies and integrated plans for sustainable urban development; identify/design projects/plans capable of mobilising JESSICA funding; implement projects/investments supported by JESSICA. Objective of the WG is to determine, in close cooperation with EIB, how in practice European cities can draw the maximum benefit from UDF and JESSICA and conversely how the implementation of JESSICA can be structured having regard to existing Structural Fund regulations to best accommodate the needs of cities.";;Cities;Europe;Southern Europe;5;393819,8;381037;141861,3458;20124641443;1340413,6;780016;1,97391E+12;1404960,731;IT15;Firenze;402395,5;381037;Firenze // Prato;909832,5;780016;402395,5;397015,5;909832,5;1480513;Urbact II;Large City;2.Large City;6
http://urbact.eu;2016;Inclusion / Governance / Economy;Employment/ Participation/ Youth;JOBTOWN;39;A European Network of Local Partnerships for the Advancement of Youth Employment and Opportunity;IT;http://urbact.eu/jobtown;Closed;2013;2015;"Youth unemployment and inactivity is an enormous structural problem across Europe; moreover, too much of what employment there is for youth is of low quality, precarious and leads nowhere.
These problems have been drastically worsened by the current economic crisis, which has disproportionately affected young people; in some parts of Europe youth unemployment has reached catastrophic levels.
This project seeks to address structural youth unemployment and poor employment, by establishing Local Partnerships for the advancement of Youth Employment and Opportunities, driven by city administrations, of local stakeholders, to advance youth employment and opportunities, as an approach to the development and maintaining of a competitive and sustainable local economy and social model.";;Cities;Europe;Southern Europe;11;890241,6364;99825;2579474,62;6,65369E+12;1066763,182;99184;7,7868E+12;2790483,186;IT10;Cesena;132512,5;96885;Cesena;150736,5;95591;132512,5;969577,3;150736,5;1163880,4;Urbact II;Small City;4. Small City;2
http://urbact.eu;2016;Governance;City Management/ Local Economic Development/ Strategic Planning/ Urban Mobility/ Urban Renewal;JOINING FORCES;40;JOINING FORCES aims at exploring how strategy making and governance arrangements at city-region scale can help to effectively address the main challenges faced by urban Europe: competitiveness, cohesion, and sustainability.;FR;http://urbact.eu/joining-forces;Closed;2008;2010;"JOINING FORCES is an Urbact Working Group that brings together 8 partners: Brno, Brussels-Capital Region, Burgas, Eindhoven, Florence, Krakow, Lille Metropole, and Seville.
All over Europe, metropolitan areas / city-regions are increasingly recognised, even by local authorities, as the \\""real city\\"" level, the right one for developing more effective governance and strategy developments. Achieving successful cooperation between cities and their surrounding areas is obviously crucial to improve local cohesion, but even more to increase territorial competitiveness and sustainability.
The project aims at describing and analysing partners' situations in order to propose conclusions and suitable recommendations to the local / regional / national / European authorities on governance at city-region level. ";"This theme will be considered through different aspects: 
- Strategy and spatial planning
- Mobility management and transport
- Main environmental issues: water supply, waste disposal, etc.
- Knowledge economy (creativity, research and education)
- Governance (public / public & public / private arrangements
- Social inclusion, participation, empowerment
- Attractiveness & Competitiveness (including promotion / marketing)";Cities;Europe;Western Europe;8;382837,75;304465,5;227465,7529;51740668738;1132364,25;768660;1,85582E+12;1362284,755;FR16;Lille;377440;231491;Lille // Roubaix // Tourcoing;757304;1388300;377440;404458,7143;757304;1095802;Urbact II;Large City;2.Large City;7
http://urbact.eu;2016;Integrated Urban Development / Governance;Strategic Planning;LC-FACIL;41;A working group to facilitate the implementation of integrated sustainable urban development according to the Leipzig Charter.;DE;http://urbact.eu/lc-facil;Closed;2009;2011;"The project was initiated by the \\""Leipzig Charter\\"" follow-up process, the development of a \\""Reference framework for a sustainable city\\"" according to a decision taken at the Informal Ministerial Meeting in Marseille 2008. The ideas of the Leipzig Charter, to reach a sustainable urban development by means of a city-wide integrated approach and by a focus on deprived neighbourhoods, was to be underlined by this non-binding tool for cities.
The work on the Reference framework is done by a European working group with representatives of Member States and European Institutions. In this context the LC-FACIL working group was set up as a \\""local testing ground\\"" and brings in the partner cities' experience with strategies and instruments on integrated, sustainable urban development, which shall help to define a tool according to the local needs.";"Hence the main focus of the project - apart of it's role as \\""testing ground\\"" - is to interrogate the current status of implementation of integrated sustainable urban development socially (e.g. integration, labour market, skills), economically (e.g. mobility, cities as engines of regional growth), in physical renewal and environmental aspects (e.g. climate change).
A final result shall be a common understanding of the necessary tool set for integrated urban development according to the Leipzig Charter.";Cities;Europe;Western Europe;7;274292,5714;211373;172079,1355;29611228863;779277;579037;5,56098E+11;745719,7214;DE21;Leipzig;191839,5;493208;Leipzig;432540;579037;191839,5;237806,6667;432540;812650,3333;Urbact II;Large City;2.Large City;5
http://urbact.eu;2016;Integrated Urban Development / Environment;Culture & Heritage/ Energy Efficiency/ Participation/ Urban Renewal;LINKS;42;Reconciling patrimonial and environmental qualities to get a sustainable and desirable housing environment in the heart of the cities for a diversified population. ;FR;http://urbact.eu/links;Closed;2008;2011;The cities involved in LINKS project aim to replace their historical cities into a dynamic of residential attractiveness while preserving the architectural identity cultural heritage and historical values. The challenge is to improve quality of life in old centres and to create a comfortable, affordable and sustainable housing seeking out a good balance between preservation requirement and evolution need.;;Cities;Europe;Western Europe;10;90013,8;47402,5;83664,49899;6999748392;591893,3;90602,5;1,81561E+12;1347445,309;FR2;Bayonne;47313;47492;Bayonne // Anglet // Biarritz;48346;132859;47313;94738,44444;48346;642897,1111;Urbact II;Small City;4. Small City;3
http://urbact.eu;2016;Integrated Urban Development / Governance;City Management/ Strategic Planning/ Urban Sprawl/ Urban-rural;LUMASEC;43;Land Use Management forSustainable European Cities;DE;http://urbact.eu/lumasec;Closed;2008;2010;"LUMASEC deals with strategic land use management, as it is one of the most important topics for competitiveness, attractiveness and sustainability of European city-regions. Today, a definition of strategies of land use implementation is limited, and therefore the recycling processes of urban brownfields are inefficient. Strategic planning is mostly unable to manage land use.
LUMASEC focuses on both the strategic level (strategic planning methods, process of cooperation between public and private bodies, fiscal measures and observation tools) and the operational level (actions plans related to case studies) of land use management.";LUMASEC will elaborate strategies, methods, tools and practical recommendations.;Cities;Europe;Western Europe;8;257400,25;225432;153237,041;23481590747;624113,5;293891,5;4,48984E+11;670062,4916;DE19;Karlsruhe;172306;278558;Karlsruhe;257847;329936;172306;254377,7143;257847;666138,8571;Urbact II;Large City;3.Medium-sized City;4
http://urbact.eu;2016;Inclusion;Abandoned Spaces/ Culture & Heritage/ Local Economic Development/ Participation/ Urban Renewal;MAPS;44; Military Assets as Public Spaces. Redefining the function, social role and accessibility of former military heritage, to promote development, sustainability and inclusiveness.;IT;http://urbact.eu/maps;Ongoing;2015;2018;"In the realm of the URBACT III programme for <U+FFFD>Action Planning Networks<U+FFFD>, the MAPS European project aims to enhance former military heritage as key elements for sustainable urban strategies, combining both functional and social aspects. The involvement of fellow cities presenting a similar architectural heritage and comparable territorial characteristics is meant to favour a mutual exchange of experiences, leading to the definition of best practices and replicable schedules which can be subsequently adapted to the needs and expectations of local communities, as expressed by stakeholders and interest groups.
The dismissal of formerly productive settings often poses serious environmental and economic issues that Municipalities have to deal with as political and administrative problems. The main goal of MAPS is to reverse perspectives, highlighting the potentialities of this heritage, albeit discussing all matters related to the plans for their future destination.
Following the approach of social architecture, dismissed military areas can be deemed the new symbols of a more conscious and participated urban planning, oriented to the promotion of cohesion and inclusiveness.";;Cities;Europe;Southern Europe;9;76414;56048;61382,1697;3767770757;221130,7778;81844;1,35144E+11;367619,6769;IT30;Piacenza;51521;102269;Piacenza;71162,5;99939;51521;73182,125;71162,5;236279,75;Urbact III;Small City;4. Small City;2
